Item	Score
healthcare worker	18.637
mrna covid vaccine	18.632
nug	18.6292
b117	18.6148
prevention kit	18.5565
at-home covid	18.504
function research	18.4943
covid policy	18.4554
covid lockdown	18.4373
social distance	18.423
lack of oxygen	18.407
molnupiravir	18.3845
vaccine shot	18.3538
peter daszak	18.3503
cbse	18.3455
oxygen shortage	18.3302
seba	18.327
plan b	18.3233
yangon	18.3173
enhypen	18.259
aktu	18.2535
dose	18.2419
floridian	18.2339
christma	18.22
vaers	18.2182
surya	18.218
new coronavirus variant	18.2053
myanmar	18.2005
covid hospitalization	18.1728
virology	18.1424
covid origin	18.097
gain-of-function research	18.0468
biontech	18.0344
salingyi	18.017
didi	17.97
misinformation	17.9545
hospitalise	17.9421
vax mandate	17.9322
blood group	17.9257
omicron symptom	17.903
contact number	17.864
zuma	17.857
daszak	17.8405
hpakant	17.829
ted nugent	17.816
covid-19 pandemic	17.7915
द	17.7854
moment of silence	17.762
covid contract	17.7461
vaccinated person	17.7457
dictatorship	17.709
ياريس ارجوك الطلاب بتموت	17.7
ياريس_ارجوك_الطلاب_بتموت	17.7
ùˆø	17.693
abduct	17.681
covid-19 test	17.6805
क	17.6762
rapid test	17.6698
omarion	17.6215
positivity	17.5324
kachin state	17.519
gain of function research	17.4623
covid number	17.4545
spreader	17.4327
internal assessment	17.406
sant shri asharamji bapu	17.4022
variant of concern	17.3709
myeloma	17.347
icus	17.3438
ji	17.3412
siti	17.329
tornado outbreak	17.3045
case of the omicron variant	17.2695
covid-19 infection	17.2582
rare blood	17.24
monoclonal antibody treatment	17.2374
covid treatment	17.2308
ðÿtm	17.2306
booster vaccine	17.2035
ड	17.1973
previous variant	17.177
corona warrior	17.1675
rapid spread	17.159
uhuru	17.149
covid centre	17.143
covid-19 hate	17.0277
walensky	16.9908
त आर	16.971
घ ग	16.971
य मह	16.971
य_मह	16.971
घ_ग	16.971
त_आर	16.971
डप	16.967
covid-19 pill	16.9607
pfizer-biontech	16.9538
relief package	16.9416
monoclonal	16.9414
जर	16.93
ùšø3 ø	16.904
ùšø3_ø	16.904
øaù	16.902
china virus	16.8767
b-positive	16.86
shop merch	16.834
covid-19 booster shot	16.827
milkha	16.818
delta outbreak	16.813
mass vaccination	16.8128
งหา	16.796
state board exam	16.795
senate clerk	16.782
antivaxxer	16.778
sac	16.766
phil valentine	16.759
colin	16.756
captain tom	16.731
south african doctor	16.692
home test	16.649
medical oxygen	16.6313
insan	16.6282
mcallen	16.62
य	16.5994
covid insight	16.5577
booster for all adults	16.557
ecohealth	16.5555
narendra modi	16.5475
nugent	16.508
ï	16.5046
narendra	16.4543
deadly pandemic	16.4438
vax rate	16.42
fourth wave	16.4153
स	16.3957
case rate	16.3921
variant omicron	16.3725
severe disease	16.3701
ह	16.3597
astrazeneca vaccine	16.3328
chris rock	16.322
tejasvi	16.292
god kabir	16.284
antiviral pill	16.239
dss volunteer	16.238
covid19 vaccine	16.2017
wife bought stock	16.188
kavanaugh	16.185
blood cancer	16.175
joe biden	16.165
ssc chsl	16.153
covid prevention kit	16.152
omicron outbreak	16.092
immunity	16.0844
vaccine eligibility	16.0705
covid-19 relief bill	16.0613
garu	16.0346
extreme level of torture	16.019
anti-vaxx	16.012
c19	16.0016
covid facility	15.991
covid resource	15.9855
remdesivir	15.9843
boris	15.9753
eviction moratorium	15.9599
pcr	15.9274
gauteng	15.9166
level of torture	15.903
astrazeneca covid-19 vaccine	15.8886
a-positive	15.8763
at-home test	15.865
german radio	15.862
african variant	15.8612
birthday bash	15.857
impending doom	15.85
merck	15.8398
private student	15.834
blood clot	15.8315
blackpink	15.8158
deworming	15.813
uk variant	15.7992
covid prisoner	15.789
lockdown lifting	15.778
g7	15.739
covid report	15.7165
haryana	15.7133
clot	15.6877
death rate	15.6826
outbreak	15.6545
indoor mask	15.64
vaccine injury	15.6276
pandemic situation	15.6168
yg	15.6024
weekend lockdown	15.599
lockdown sceptic	15.583
white fungus	15.579
number of units	15.5741
trajectory of the pandemic	15.556
roethlisberger	15.552
pre-pandemic level	15.5501
mandate	15.5473
kreme	15.524
osha	15.524
denier	15.5192
military dictator	15.519
covid-19 vaccine dose	15.5177
fox news anchor	15.516
pandemic legislation	15.514
need plasma	15.5023
randox	15.5005
first case of omicron	15.489
ab-positive	15.4775
jcvi	15.4725
ipl	15.439
lab-leak theory	15.429
launglone	15.417
ब	15.4007
vaccine card	15.398
flu	15.3802
covid denier	15.3671
covid care centre	15.356
new covid variant	15.3524
asian woman	15.332
sleaze	15.327
ùšø	15.312
military junta	15.302
plz	15.3015
matt hancock	15.2945
broward	15.288
new availability	15.2853
greg abbott	15.267
ssc	15.2585
न	15.2513
covid rate	15.2444
sushant	15.2411
polio	15.2252
mask wear	15.2196
monoclonal antibody	15.2149
owen paterson	15.205
cancun	15.2045
lab-leak	15.181
modi	15.1715
miami beach	15.17
vaccination card	15.157
president joe biden	15.1547
म	15.1483
president jair bolsonaro	15.146
us capitol	15.146
vaccination clinic	15.1375
vaccine status	15.1364
xmas	15.1308
ghaziabad	15.117
usafacts	15.0745
covid bed	15.057
military coup	15.0505
universe lockdown	15.019
ó 3ó	15.019
requiring mask	15.013
rare blood clot	15.009
attenborough	15.009
crematorium	15.0078
severe illness	15.0047
winter storm	14.9875
goi	14.9745
aaron	14.972
caleb wallace	14.969
백승	14.968
금동현	14.968
coronaviruse	14.9607
pfizer booster	14.9512
जप	14.951
narwal	14.949
र_द	14.9485
maharashtra govt	14.907
wolski	14.878
covid pill	14.8703
vaccine pass	14.868
ndtv	14.8667
infrastructure bill	14.819
sunak	14.8055
perrottet	14.783
cuomo	14.7668
š18à	14.762
žà	14.761
lucknow	14.748
oxygen tank	14.7145
chinese lab	14.7057
chy-na	14.704
mco	14.7007
capitol police	14.685
new covid	14.6819
al-ouf	14.663
purple balloon	14.656
super spreader	14.6434
anti-covid	14.643
big pharma	14.6384
gqp	14.6101
southern african country	14.608
covid-19 relief	14.5962
year anniversary	14.5895
main strike	14.589
oxygen	14.5653
flow test	14.4863
recovered patient	14.4842
âˆš	14.478
nhs staff	14.4723
ventilator bed	14.466
cm sir	14.4555
south african scientist	14.4245
cpac	14.4137
guests age	14.409
free vaccination	14.403
ptd	14.402
sinovac	14.3952
deathsantis	14.395
coronavirus act	14.3826
allopathy	14.377
ban on mask mandates	14.366
south african variant	14.3616
chsl exam	14.36
death toll	14.3381
kalay	14.3255
african doctor	14.325
mutate	14.313
kids age	14.303
vaccine clinic	14.3025
biowarfare	14.3017
egyptian student	14.289
unvaccinated kid	14.2845
upsc	14.2787
salmonella outbreak	14.263
covax	14.2437
virologist	14.2284
eid	14.2233
essential worker	14.2175
whitty	14.201
covid-19 memorial	14.191
vigil	14.179
covid symptom	14.1687
covid vaccine booster	14.1585
व बर	14.146
यरस स	14.146
यरस_स	14.146
에이든	14.146
व_बर	14.146
red list	14.145
beginning of the pandemic	14.1311
lateral flow	14.1266
vax passport	14.1226
tritt	14.115
next pandemic	14.1059
welcome generation	14.104
paper strike	14.095
reinfection	14.094
lollapalooza	14.0745
anti-covid drug	14.068
myanmar junta	14.058
urgent requirement	14.054
cremation	14.006
daily case	14.0044
half-staff	14.004
doug ford	13.9872
covid positive	13.9828
kao wool	13.982
k-wool	13.978
neanderthal thinking	13.975
foundation day	13.9725
regular insulation	13.972
ivm	13.9627
pro-covid	13.9516
pediatric hospital	13.95
one-day increase	13.9311
vaxxer	13.9248
covid virus	13.9196
ppe kit	13.9123
chhattisgarh	13.908
o2	13.9037
rosé	13.892
vaccine today	13.8903
covid hero	13.882
myanmar people	13.881
mar-a-lago	13.88
cases	13.8753
extreme level	13.875
analytics team	13.8485
utsav	13.843
cdc guidance	13.8406
nld	13.838
delta strain	13.8298
real pandemic	13.8131
yg entertainment	13.7815
university exam	13.78
omicron covid variant	13.779
kn95	13.7767
excess death	13.7671
rapid antigen test	13.731
ùˆùƒ ø	13.724
ùˆùƒ_ø	13.724
double mask	13.7238
birx	13.7209
low vaccination	13.7168
helpline	13.6867
lost generation	13.684
poison control	13.684
arvind	13.6723
nahi	13.6684
rapid antigen	13.667
community pantry	13.666
new strain	13.6518
early treatment	13.6478
nu	13.641
covidiot	13.6364
relief check	13.6265
modi govt	13.623
congress leader	13.621
shortage of oxygen	13.613
panic buy	13.6084
ग	13.6029
nsw	13.5895
antivax	13.5821
audio statement	13.574
covid care	13.5731
vaccine supply	13.5731
acquired immunity	13.573
bengaluru	13.5703
covid-19 restriction	13.5655
spo2 level	13.5645
anti-asian racism	13.539
next several month	13.536
variant spread	13.5343
bioweapon	13.5303
starmer	13.5285
iyc	13.526
intubate	13.5198
capitol	13.5193
helpline number	13.513
larry king	13.499
ज	13.4924
banning mask	13.4915
doyoung	13.4895
many police officer	13.479
frontline worker	13.4727
huge crowd	13.468
unlawfully	13.4617
षक	13.46
sauda	13.4512
epidemiological stupidity	13.451
xi variant	13.446
new national lockdown	13.443
great quran	13.442
icymi	13.4411
covid supply	13.437
ppe	13.4358
boostered	13.4325
new mask	13.4263
marjorie taylor greene	13.4209
covid-19 shot	13.4128
superspreader	13.41
home isolation	13.3957
negative test	13.3939
kerala govt	13.388
condition of pandemic	13.385
unmask	13.3849
paxlovid	13.384
anti-masker	13.3825
wannabe dictator	13.366
wilcannia	13.3415
insein prison	13.336
예왕	13.325
락다운	13.325
위시	13.324
제프	13.324
covid ward	13.3106
radio host	13.2903
isolation period	13.29
positive case	13.2648
ana navarro	13.254
fda panel	13.252
sagaing region	13.238
merch	13.2337
bhopal	13.212
nursing home death	13.2118
live bat	13.202
க	13.196
panic buying	13.1872
speedy recovery	13.1865
federal vaccine	13.1835
lateral flow test	13.1785
g7 summit	13.177
equal future	13.173
covid management	13.1614
cleanliness	13.1595
unvaccinated teacher	13.151
yoongi	13.15
scott morrison	13.1481
covid hospital	13.1465
prisoner right	13.113
candace	13.1107
free food	13.11
hostin	13.102
षक कब	13.1
रभगव	13.1
वनरक	13.1
षक_कब	13.1
florida hospital	13.099
covid measure	13.0949
new coronavirus case	13.0928
wear glove	13.078
spread of the omicron variant	13.074
p_mcculloughmd	13.074
local case	13.0705
covid end	13.069
prior infection	13.0657
vp harris	13.062
pcmc	13.0615
many police	13.058
unvaccinated person	13.0545
covid time	13.0524
covid booster shot	13.0378
rsv	13.0326
vaccination requirement	13.032
vardhan	12.999
adityanath	12.998
rort	12.998
mandate in schools	12.9935
proof of a negative test	12.9915
atandt	12.985
coup attempt	12.982
yan report	12.9753
extra attempt	12.973
wear mask	12.9588
hcw	12.9542
awareness drive	12.9455
imam	12.938
quarantine time	12.928
german radio host	12.928
âœ	12.9279
southern border	12.9259
lisa	12.9015
g7 leader	12.897
tucker carlson	12.8942
enyart	12.894
corona curfew	12.88
ल	12.8766
central vista project	12.875
gladys berejiklian	12.8727
class 12th board	12.869
central vista	12.868
ccp	12.866
ssr	12.8625
drakeford	12.8447
rss volunteer	12.834
lockdown rule	12.8277
emergency use	12.8263
full lockdown	12.8244
paid sick day	12.809
federal property	12.799
anti-coup strike	12.796
venue of concern	12.794
vaccination centre	12.7929
rohini	12.7905
unpaid leave	12.785
alabama doctor	12.783
quarantine camp	12.7803
uddhav	12.7694
french nun	12.756
à1	12.7543
covid-19 vaccine booster	12.7494
clarida	12.749
kenney	12.7462
kerala model	12.74
tikri	12.735
cases today	12.7232
allahabad high court	12.697
african scientist	12.6915
medical status	12.685
rand paul	12.6805
night curfew	12.6708
children age	12.6605
ष	12.6314
raila	12.624
delta plus	12.61
covid-19 origin	12.5997
situation in the country	12.598
covid-19 list	12.5957
pla	12.582
unjabbed	12.5685
mu variant	12.563
ay	12.557
corona generation	12.555
petrol station	12.553
covid warrior	12.5519
restriction	12.5504
low vaccination rate	12.55
kappan	12.549
other vaccine	12.548
bolsonaro	12.545
child poverty in half	12.534
coronavirus death	12.5307
asian-americans	12.53
eua	12.5275
chain issue	12.5267
ffs	12.5259
jon stewart	12.524
pl	12.5165
exposure site	12.5044
아민	12.503
뮤	12.502
biafra land	12.502
rittenhouse	12.495
universal mask	12.4933
emergency covid	12.49
श	12.4865
zc45	12.4845
kawhi	12.474
gb news	12.472
laura loomer	12.472
wave of omicron	12.47
omicron patient	12.47
कररह	12.47
रपरम	12.463
mild symptom	12.4626
vaccine raw material	12.462
attendant name	12.461
alex berenson	12.46
ट	12.4594
anti-science	12.458
cdc director	12.4571
poverty in half	12.451
balik	12.451
lebron	12.445
त	12.4392
covid risk	12.4226
fetal cell	12.422
isolation time	12.421
epidemiologist	12.4189
ssc chsl exam	12.413
hate crime	12.411
next variant	12.41
anti-covid pill	12.41
hexham	12.41
covid supply chain	12.408
animalistic origin	12.407
last presidential election	12.403
rahul gandhi	12.4009
high number of mutations	12.396
aespa	12.389
mask mandate in schools	12.3885
gilead	12.387
lambda variant	12.386
covid cases	12.3851
vaccinated individual	12.3836
walgreens	12.378
trans kid	12.376
axie	12.373
vaccination programme	12.3688
moronic	12.3687
national lockdown	12.3637
ramaphosa	12.3583
jandk	12.3557
anti vaxxer	12.3539
covid spread	12.353
cdc employee	12.343
hosp	12.3422
rare heart	12.336
texas school	12.333
farmers protest	12.325
waning immunity	12.306
pm modi	12.3035
insurrection	12.3003
namjoon	12.2996
tight security	12.299
vaccination mandate	12.2966
fda approval	12.2868
class 12th board exam	12.281
jen psaki	12.2808
vaxxed people	12.2784
free education	12.274
candace owens	12.272
face mask	12.27
coronavirus vaccination	12.2661
indian strain	12.263
omicron virus	12.262
jaishankar	12.261
covid relief plan	12.2573
manchin	12.2466
radhe	12.232
covid law	12.2304
vihar	12.2205
positive illegal immigrant	12.2195
johnson vaccine	12.2134
झ	12.211
epidemic disease	12.207
covid-19 protocol	12.1952
bhi	12.1934
digital id	12.193
medical apartheid	12.185
covid prevention	12.183
mla	12.176
experimental vaccine	12.1724
uttarakhand	12.1618
emergency meeting	12.1605
covid complication	12.1584
asymptomatic	12.1409
indoor mask mandate	12.1263
oxygen crisis	12.126
patient in hospital	12.11
covid-positive	12.1077
state colin powell	12.101
moderna vaccine	12.1002
covid money	12.099
removalist	12.097
rt	12.0945
lot of heat	12.089
disinformation	12.0821
american law	12.072
federal contractor	12.05
vaccination program	12.0375
fungus	12.027
funded gain-of-function	12.015
black us secretary	12.015
i-mask	12.013
jenny harries	12.01
contact name	12.004
funeral pyre	12.004
data integrity	12.0
infection rate	11.9921
firebreak	11.99
kung flu	11.9872
vaccine certificate	11.9827
betadine	11.982
effective public health	11.975
covid recovery	11.9682
yall	11.947
federal vaccine mandate	11.9455
asian american community	11.931
empty shelf	11.9307
axie infinity	11.924
trump	11.9194
hydroxychloroquine	11.9153
dock worker	11.904
anal swab	11.8973
exo member	11.887
fast recovery	11.8843
mask in school	11.8747
covid infection rate	11.8722
omicron come	11.866
getting omicron	11.866
stopped covid	11.866
bharat biotech	11.863
impeach	11.8535
free vaccine	11.8504
dera sacha sauda	11.8503
botswana	11.846
rahul	11.8422
ltc	11.8376
dera	11.8368
caught covid	11.832
pro vaccine	11.827
ürsin	11.826
kya	11.823
rahm	11.823
कब	11.819
lakh covid	11.818
first covid vaccine	11.818
covid loan	11.817
san diego zoo	11.815
astrazeneca coronavirus vaccine	11.814
smallpox	11.8117
olympic village	11.809
vaccine start	11.797
variant case	11.7934
pfizer booster shot	11.792
many blood donation camp	11.791
panic buying fuel	11.791
covid-19 omicron	11.7895
xma	11.787
many blood donation	11.787
covid norm	11.7833
craig kelly	11.7737
covid relief check	11.7717
civil hospital	11.771
crore vaccine	11.7677
downing street	11.7652
vaccine site	11.76
antiviral	11.7598
doshi	11.758
zxc21	11.757
mbbs	11.7395
humble request	11.734
usafact	11.7338
secretary of state	11.73
vaccine shortage	11.7287
sacha	11.7227
bbmp	11.7125
pincode	11.6987
lockdown restriction	11.6877
hospitalisation rate	11.683
epidemic of gun violence	11.683
불안의서	11.681
바이폴라	11.681
coronavirus survival rate	11.68
appt	11.6795
bat coronavirus research	11.678
epidemic of gun	11.676
risk of blood	11.675
coronavirus survival	11.674
neanderthal	11.673
mask guideline	11.664
hgv driver	11.662
covid victim	11.6563
modi government	11.6535
candle lighting	11.653
wage hike	11.65
covid delta	11.6453
uttar	11.6444
n95 mask	11.641
buying fuel	11.641
irrawaddy	11.618
araneta	11.608
coronavirus vaccine dose	11.604
covid emergency	11.5875
pregnant people	11.5825
omicron fear	11.573
filibuster	11.5693
election commission	11.566
minimum wage hike	11.56
inicet	11.5485
nsw govt	11.547
fmge	11.5375
vaccine equity	11.5238
asha worker	11.51
hcq	11.5062
rate in the country	11.496
covid death rate	11.4932
newsmax	11.4898
blood donation camp	11.489
entire pandemic	11.4888
positive test	11.4817
namo	11.4774
sturgis	11.4773
sop	11.4756
texas dems	11.474
cp3	11.472
other variant	11.467
safe room	11.464
public health measure	11.4624
lnp	11.4617
jobkeeper	11.4613
vaccine patent	11.4596
antigen test	11.4441
hospitalization rate	11.4397
merrick garland	11.428
coronavirus pandemic	11.4268
kind of job	11.4205
covid memorial	11.415
mishandle	11.4007
case of heart	11.398
lakh dose	11.3835
berenson	11.378
many blood	11.378
rate in the nation	11.377
varanasi	11.377
cdc study	11.3765
post covid	11.3756
second job	11.375
nu variant	11.372
မ	11.368
supply chain crisis	11.363
dose of vaccine	11.3617
health infrastructure	11.3613
chain crisis	11.36
urgent help	11.356
ve plasma	11.356
gas price	11.353
lakshadweep	11.3485
chinese virus	11.3413
double-masking	11.335
banning mask mandate	11.329
abbott	11.328
captain sir tom moore	11.327
covid-22	11.327
incite	11.321
vice president kamala harris	11.317
pramila	11.31
unvax	11.3066
delta wave	11.3012
covid-19 delta variant	11.2925
corona epidemic	11.2913
lmao	11.2888
walgreen drug store	11.287
coetzee	11.2865
statewide lockdown	11.281
minseok	11.28
nkandla	11.277
vaccine death	11.2701
tidal wave	11.269
neil oliver	11.269
vaccine effectiveness	11.2681
patna	11.266
mask in schools	11.258
south african medical association	11.255
nimc	11.245
jon rahm	11.244
home death	11.2431
ganga	11.2385
people die	11.2346
online counsel	11.233
draymond	11.23
candle lighting ceremony	11.224
arvind kejriwal	11.222
sputnik	11.2194
allaah	11.212
mass infection	11.2106
met gala	11.209
lockdowns	11.2035
care centre	11.1975
leni	11.1965
catching covid	11.1901
stimulus check	11.1883
hoga	11.188
omicron strain	11.186
sesame street	11.182
outdoor mask	11.182
coronavirus research	11.181
kyrie irving	11.1805
pediatric vaccine	11.179
covid stimulus	11.178
mask outside	11.176
nypd	11.173
risk of myocarditis	11.172
exo	11.1595
rite aid	11.1587
raha	11.158
mandatory vaccine	11.1463
ping	11.142
lnjp	11.141
ecq	11.134
death rate in the world	11.1338
greek alphabet	11.1285
inauguration day	11.125
fluvoxamine	11.1215
preventable	11.1175
ffp2	11.1143
seasonality	11.109
fuel shortage	11.1065
unga	11.106
ucp	11.1057
politicize	11.1057
energy crisis	11.105
covid vaccine dose	11.1043
jandj vaccine	11.1034
genocidal	11.103
walgreens houston	11.1
covid-19 vaccine eligibility	11.098
anti lockdown protest	11.096
broward county	11.09
bts	11.0885
yogi	11.0882
mamata	11.086
boards exam	11.083
mumia	11.072
organ transplant	11.066
hot year	11.061
nak	11.0596
maharashtra	11.0532
provincetown	11.053
shri	11.0527
pmc	11.052
mass shooting	11.05
valentine	11.049
gaslighting	11.0431
coronaviru	11.0422
supply chain issue	11.0397
cullman	11.036
hotel quarantine	11.0346
bogus case	11.034
obr	11.032
last rite	11.0305
ပ	11.028
non-arab	11.022
covid passport mandate	11.014
vaccine misinformation	11.0105
covid nursing home	11.004
covid nursing	11.003
staff shortage	10.9974
florida datum	10.997
